Mixture	Macrophage/Monocyte	Ovarian carcinoma cell	Cancer associated fibroblast	B cell	T cell regulatory (Tregs)	Plasmacytoid dendritic cell	Endothelial cell	NK cell	Melanoma cell	T cell CD4+ (non-regulatory)	T cell CD8+	P-value	Correlation	RMSE	Absolute score (sig.score)
value...35	0.133491765722765	0	0.265216046361619	0.106462715446409	0.424251294123411	0.0180956966287057	0.0930875721759369	0	0.851621826553101	0.24775833489952	0.594342928468626	0	0.746733491044248	0.705548917529594	2.73432818038009
value...36	0.103308672845559	0	0.0117644515821133	0.415532515595457	0.291899933179257	0.00767359836808546	0.361195086818997	0	0.759926790543192	0.464946422950322	0.296055764967247	0	0.775428674376186	0.706570841802065	2.71230323685023
value...37	0.0386505027496893	0	0.148619636423509	0.169814609486658	0.0988132826812253	0	0.142819124004877	0	1.6576202134735	0.201884861905361	0.186499868138324	0	0.71246963186915	0.702788105161791	2.64472209886314
value...38	0.0555466342016297	0	0.155040943706262	0.515887537801916	0.430982617496883	0.0221711359633424	0.155589587996231	0	0.520707086193046	0.131075605146227	0.69806405397932	0	0.793378438492489	0.682591640528504	2.68506520248486
value...39	0.0574222859266425	0	0.129966583977949	0.168788890303209	0.144753414209797	0	0.261210687921966	0	1.33016212795418	0.501756002536276	0.0744290638074579	0	0.719186459902889	0.710193543987884	2.66848905663748
value...40	0.0508998708508074	0	0.120545000341751	0.243159326186392	0.114366675877479	0	0.129455943777745	0	1.56303735548494	0.220342459693345	0.20943365276739	0	0.723971111061983	0.694797184888346	2.65124028497985
value...41	0.0201674227515891	0	0	0.351895954522185	0.332657236991014	0.0228012506310642	0.226847364578293	0	1.20416541541447	0.0943787379221684	0.401519066531352	0	0.733786461411277	0.704206057303642	2.65443244934214
value...42	0.0386709390433695	0	0.199563615477203	0.339991323156423	0.168198443068264	0	0.0924089745215772	0	1.34348783570887	0.294156717130252	0.189077963228835	0	0.719430937006045	0.707938100288538	2.6655558113348
value...43	0	0	0.0753326383033929	0.308368770352532	0.303467297059245	0	0.0292434346964727	0	1.1723932570241	0.300435430062981	0.454236982990731	0	0.767156446024148	0.675881545360326	2.64347781048946
value...44	0.0476051489462542	0	0.0123470140724995	0.503876641430982	0.535848847833556	0.000637447945651143	0.370106137708598	0	0.115577502923182	0.570929238829682	0.577758116395493	0	0.843927953362259	0.639942312637079	2.7346860960859
value...45	0.00446177222992119	0	0.0144785071305596	0.219945720761159	0.126746593279333	0	0.166646763734237	0	1.91894326236975	0.0561241374262599	0.120617056250142	0	0.723250222779181	0.691496868052945	2.62796381318137
value...46	0.121364649943639	0	0	0.674296504753858	0.664125483432359	0.0121058212547089	0.443686923565535	0	0.276083862122353	0.128336032584639	0.426920108984559	0	0.78800583458326	0.693510847514593	2.74691938664165
value...47	0	0	0.493321931958706	0.415035926979721	0.471734940763614	0	0.0634362767401328	0	0.344037367393372	0.12395609424932	0.811890584105351	0	0.748565107544995	0.700172036619523	2.72341312219022
value...48	0.125869969153638	0	0.0168110252652871	0.330986285577968	0.621579382506295	0	0.389270497048658	0	0.591445566296318	0.291237062146546	0.372112961396599	0	0.771657374038871	0.708277833715995	2.73931274939131
value...49	0.0695909481102847	0	0.169863207347492	0.0397232887818278	0.232317091819855	0	0.346418831703476	0	1.10129652148848	0.375536423118026	0.401052039155739	0	0.737008678104579	0.707374904996328	2.73579835152519
value...50	0.00497486251647192	0	0.134337076384195	0.0425878132140913	0.161638371078663	0	0.0963169855628539	0	1.87708712542081	0.111867204663174	0.215438627254404	0	0.720977369097719	0.693510052596865	2.64424806609467
value...51	0.0552072355328425	0	0.0653969704623404	0.339311636179141	0.170224878166753	0.00732499506514729	0.0888378367017279	0	1.46369835224784	0.244543873173001	0.222506823248583	0	0.725462759111301	0.698183156527386	2.65705260077738
value...52	0.0811233536231569	0	0.105980866342194	0.222228507289531	0.430528786418206	0.00721449143842086	0.141388148467433	0	1.25348047946712	0.104592596093616	0.35213725341473	0	0.715851515307264	0.715310156426792	2.69867448255441
value...53	0	0	0.0452135271280623	0.174648880674682	0.114498724333209	0	0.0995382917672806	0	1.84690658412213	0.170806816399856	0.184648239783509	0	0.732265663693456	0.681270708079937	2.63626106420873
value...54	0.0281905531651938	0	0.10474160842304	0.176537592678542	0.170754384647439	0.00342733860267943	0.200065861864526	0	1.71907583680858	0.180304281565715	0.0876979402111197	0	0.712546719715478	0.702272301740728	2.67079539796684
value...55	0.0674567320924654	0	0.165510472715501	0.188216273948764	0.305720167255965	0.00959994147352823	0.405097643334653	0	0.895665708928072	0.333600662004606	0.365004122257605	0	0.739184093784585	0.71919689540828	2.73587172401116
value...56	0.00446693003592285	0	0	0.0709115149645304	0.0657989178925736	0	0.0871498408728658	0	2.16600225703604	0.0857571839030331	0.115127993683388	0	0.73077111877123	0.692935745684349	2.59521463838835
value...57	0	0	0.0344469345287235	0.0464728751039276	0.192988368495218	0	0.164379748380953	0	1.65006297861844	0.225256106647923	0.315558614297791	0	0.728531811365569	0.687419494132713	2.62916562607298
value...58	0.00337475283967378	0	0.0327262909355043	0.0265347790652141	0.0257105577337214	0	0.108329352313217	0	2.25691181155494	0.051287504432742	0.0940882919006153	0	0.736468127888937	0.692474610619633	2.59896334077563
value...59	0.189935530334579	0	0.128246508769856	0.620986200323575	0.146604334989104	0.0471153394100587	0.423691616624009	0	0.808346022937186	0.204709693502789	0.190877732334102	0	0.709417018181691	0.743690553490568	2.76051297922526
value...60	0.0327169634567723	0	0	0.342686944156658	0.242006597757018	0	0.100499429596164	0	1.26513145886994	0.236951354419648	0.395193598025037	0	0.74237459377583	0.691953762392789	2.61518634628123
value...61	0.0154536436688899	0	0.202920033102124	0.0786919859840716	0.0821948832441133	0	0.323467822873017	0	1.60725715405094	0.163545280230231	0.219615124932874	0	0.706969932004212	0.708468801340527	2.69314592808627
value...62	0.000622785597817504	0	0	0.779059536447232	0.330592665477881	0	0.178930430577913	0	0.384640272126328	0.268679797357599	0.741169234003203	0	0.852411139413162	0.626513489442592	2.68369472158797
value...63	0.00929851116815492	0	0	0.0509317104160752	0.107991417380628	0	0.1981606761459	0	1.8443949414022	0.161473144347695	0.263946826765929	0	0.726492266324814	0.687344858979037	2.63619722762658
value...64	0.0918310885438203	0	0.0562347650544605	0.57294497790653	0.523974162625731	0	0.105387992266031	0	0.544550908502887	0.183578192902122	0.651091244903476	0	0.811297267177724	0.664793517890241	2.72959333270506
value...65	0.170478654267423	0	0.309817570977649	0.730871395958797	0.420084788652812	0	0.201496272762393	0	0.0543031528848635	0.310089800231783	0.585013586703584	0	0.772556278281084	0.689431013868496	2.78215522243931
value...66	0	0	0.0866962402217883	0.384661210523418	0.283574925502155	0.00358789211397776	0.160648282796388	0	1.08261341961095	0.303093789213456	0.350182748248042	0	0.753739845010996	0.696674788466267	2.65505850823017
value...67	0.000631167678574424	0	0.0419019424184147	0.0855400681521417	0.0508913741823646	0	0.0826526613822827	0	2.23561063404928	0.0361068620586823	0.0602031330737605	0	0.742623538357556	0.683212367032958	2.5935378429955
value...68	0.0381771836859952	0	0.307285476532531	0.579017596317231	0.222008629833811	0	0.0837959100845868	0	1.01380671775336	0.192658216106092	0.268356701768897	0	0.726786326840166	0.717366579077297	2.7051064320825
value...69	0.00293631368062378	0	0.0125729498279533	0.23368509096371	0.164642775251237	0	0.0404867173090631	0	1.86391040262897	0.0522677197986768	0.228548078384468	0	0.717218426613618	0.697631388573461	2.5990500478447
value...70	0.119161013257313	0	0.100843160990822	0.153072270604585	0.585724857692101	0	0.259933787689145	0	0.656348835769097	0.216851455471811	0.70225659217792	0	0.784287620022012	0.686032117809273	2.79419197365279
value...71	0.0452161268601513	0	0.0770584074278444	0.0992932817664	0.10602504763844	0	0.152680441391276	0	1.89290527619699	0.129824137745015	0.155541927077489	0	0.722623209226786	0.691661896280291	2.65854464610361
value...72	0.0727272052208326	0	0	0.471329744519201	0.322360188636718	0	0.0356884604428055	0	1.13360928446678	0.305666531250759	0.283328807456239	0	0.751818194260601	0.692384425399955	2.62471022199334
value...73	0.140747417126747	0	0.391424684859826	0.278803270805897	0.539494209489317	0	0.361258458126675	0	0.502882019567137	0.101393830782055	0.474696974453098	0	0.711374971413278	0.737904712513046	2.79070086521075
value...74	0	0	0	0	0.00520016731064613	0	0.0237040388944159	0	2.48662389093595	0.0152947649088789	0.0215858620433634	0	0.74408376488041	0.709380592448803	2.55240872409325
value...75	0.0746598173283876	0	0.0507972978255145	0.507480303809299	0.257884971769003	0.00458272430902429	0.317873064254386	0	0.576397500870299	0.411149771078315	0.513477627485345	0	0.803216930180982	0.688802037786204	2.71430307872957
value...76	0	0	0.0137975863779862	0.0065259303309348	0.0493511525377992	0	0.0326544529519945	0	2.36721395895273	0.0509687215694172	0.053342235983417	0	0.738052961454809	0.701643291816248	2.57385403870428
value...77	0.00266020084742584	0	0.0394343517836295	0.0622336426104768	0.0205557393929691	0	0.0532061182486605	0	2.30657548492392	0.0203792795148762	0.0852805701942863	0	0.733392721755321	0.700985951932694	2.59032538751624
value...78	0.0301559791406795	0	0.177996840677539	0.272216630751608	0.144628455759621	0	0.217072962624162	0	1.43869190786744	0.214879409801816	0.213520080579825	0	0.727291234146935	0.697612529870324	2.70916226720269
value...79	0	0	0.234709844698255	0.156475450829725	0.127783121201141	0	0.164354572752225	0	1.63833909474054	0.129348420079149	0.209534298808308	0	0.713966884433533	0.701189967819711	2.66054480310935
value...80	0.00228112415751035	0	0.151504107202198	0.0421956105777834	0.128603535854309	0	0.160319542899444	0	1.6630006429305	0.319182965913418	0.224547284502542	0	0.733966092576839	0.682385295554761	2.6916348140377
value...81	0.21334590527571	0	0.166718404456183	0.352501790127877	0.663239300879745	0.010407608217528	0.0608517019193666	0	0.582819983872883	0.114202851305613	0.597340860128503	0	0.736626115681513	0.716914228086791	2.76142840618341
value...82	0.0398997454909806	0	0.134108992828996	0.32535443518109	0.261849749660601	0	0.248002093584497	0	1.10559871056264	0.259979715514654	0.32077663482724	0	0.740615281022286	0.706608511131691	2.69557007765069
value...83	0.0205784822784683	0	0.115006402047189	0.18571830711064	0.0854565207025839	0	0.198364823766355	0	1.84042236251976	0.15229882637723	0.0673923575515328	0	0.723955008945688	0.689971793515052	2.66523808235376
value...84	0.196259230028287	0	0.264274085927144	0.354123048449932	0.388626921504921	0.00351992855585207	0.0567852088013467	0	0.656416180724475	0.253024441046173	0.602769007723967	0	0.741030366113008	0.715790336576794	2.7757980527621
value...85	0.0895394037503596	0	0.137647485526473	0.483797494742437	0.691803344588387	0	0.245689668439626	0	0.0679159115743204	0.337423509805615	0.704789801390081	0	0.818528723118238	0.648355239117467	2.7586066198173
value...86	0	0	0.0724244781001012	0.0587278843594113	0.0904888388460011	0	0.0751023180971293	0	2.06419006210748	0.0412603296152498	0.224112775410466	0	0.726380732320534	0.692453761851042	2.62630668653584
value...87	0.0940176950934946	0	0.327767606403614	0.316002783576588	0.691164118528632	0.0264471377844258	0.413211023157109	0	0.216377027451849	0.292454589083932	0.404217298511017	0	0.753386224917349	0.713604128887094	2.78165927959066
value...88	0	0	0.241939441712149	0.101590123560354	0.148165117907767	0	0.41157032161437	0	1.33434195862855	0.289673038218088	0.181911385387835	0	0.71671917840033	0.708367225266022	2.70919138702911
value...89	0	0	0.0691145050796161	0.147856500237637	0.138732264624671	0	0.248014892079462	0	1.61066457709799	0.257391912167811	0.176785694398523	0	0.729839503462129	0.687882532792213	2.64856034568571
value...90	0.132404345957304	0	0.459311189451281	0.359867304841836	0.603780605445596	0	0.154767101182752	0	0.306158267414406	0.268474664013527	0.510257517239974	0	0.740982441976606	0.714461969468975	2.79502099554668
value...91	0.133808239323046	0	0	0.390916925421647	0.585245693578302	0.0155792368299209	0.570140432890641	0	0.19143530749144	0.345587443685354	0.547916274172164	0	0.795001395490432	0.687707843607623	2.78062955339252
value...92	0.0464201135534017	0	0.0495441729442342	0.296353833115165	0.241205640384611	0.00477682975314464	0.265111287887647	0	1.09598627614324	0.271285579147516	0.403584567028329	0	0.751295069796241	0.699081834156449	2.67426829995729
value...93	0	0	0.00291393555766838	0.00481053376246372	0.172767654078656	0	0.0131756561926111	0	1.97380388149133	0.097229080181812	0.336206342107324	0	0.736974013797056	0.677862706584648	2.60090708337186
value...94	0.103407922157447	0	0.274089854246407	0.72998494993146	0.429599269380435	0.0173789775879685	0.55734061764382	0	0.0608949981853493	0.271608807642173	0.348043792460356	0	0.754668613887658	0.712360242036444	2.79234918923542
value...95	0.0173043360950943	0	0.226233872357078	0.116755725709863	0.357822022246739	0	0.378916934382183	0	1.08443566066798	0.32657534255374	0.234153243544381	0	0.730936347449686	0.712599191023894	2.74219713755705
value...96	0.0639584951308058	0	0.0181811496082801	0.343735349197912	0.14346274741641	0	0.238876758041466	0	1.51779349503913	0.160197139401266	0.172878133255985	0	0.716635296859825	0.703982853239327	2.65908326709125
value...97	0.105564540175796	0	0.128085427304256	0.290270141602439	0.238094833594744	0.00826151916011558	0.313990452263198	0	1.16199317796265	0.21490825573427	0.231489657233015	0	0.713561133028841	0.723194949936596	2.69265800503049
value...98	0	0.000411213561627298	0	0.00225676803934297	0.00305175651698402	0	0.0293050832579235	0	2.49166419393906	0.00517367749000671	0.0199167542964732	0	0.745860756957528	0.707702860251494	2.55177944710142
value...99	0	0	0.077114721437137	0.244596771933273	0.137816692541764	0	0.144371138108606	0	1.64146144799884	0.177226582727006	0.187787775020769	0	0.728822492208746	0.687358927945849	2.6103751297674
value...100	0.0918018680342365	0	0	0.190143053701501	0.438157819357556	0	0.270245629270689	0	0.74126110431463	0.410946668318399	0.54330349554525	0	0.79868627799384	0.679474808386761	2.68585963854226
