Mixture	Macrophage/Monocyte	Ovarian carcinoma cell	Cancer associated fibroblast	B cell	T cell regulatory (Tregs)	Plasmacytoid dendritic cell	Endothelial cell	NK cell	Melanoma cell	T cell CD4+ (non-regulatory)	T cell CD8+	P-value	Correlation	RMSE	Absolute score (sig.score)
value...15	0.584150885741597	0	0.0334838087287888	0.227511262058439	0.456571527637199	0.216622525625117	0.387049261591744	0.207923911367336	0.649226362097166	0.677747984634568	0.11043155409218	0	0.976445469351454	0.519484031134786	3.55071908357413
value...16	0.476454270267736	0.000922767669879266	0.237782912125796	0.536457838130786	0.00622292676443085	0.109578458257217	0.157970461520002	0.233547030015571	1.40954461999809	0.242683123522892	0.072155979715905	0	0.976498660417892	0.460952693210506	3.4833203879883
value...17	0.933527755245286	0.00347197617200636	0.0324116741256344	0.0997885956752389	0.349637800088726	0.451819755055451	0.315055213624764	0.345312024527626	0.0192900691796041	0.671441178692272	0.501808168076306	0	0.987612691952356	0.382179223611694	3.72356421046292
value...18	0.728401774813181	0	0.145523279055425	0.372960868380314	0.410977199512602	0.0211899705716454	0.211198387593919	0.360571396619721	0.347454492357298	0.297632507515629	0.771485875031096	0	0.980872398021988	0.454221096285498	3.66739575145083
value...19	0.710092016435714	0.00558124513310263	0.248280428737553	0.267260579003687	0.278290818236513	0.0733581899546531	0.27309633112593	0.4441913832678	0.852416515399395	0.316329639078515	0.23754639955519	0	0.976453202117942	0.467424987475467	3.70644354592805
value...20	0.114239683344203	0.0144884480244385	0.388232942903894	0.256079685152758	0	0.340225823771899	0.0454291614612495	0.453189552449351	1.50780653682535	0.276729286168516	0.0956376053792037	0	0.956161933445036	0.500181580565192	3.49205872548086
value...21	0.234240193595718	0.0105419749849206	0.384805453583087	0.508111238294075	0.318640124497354	0.358252121555196	0.0546985977905323	0.113379316613468	0.809934426791852	0.201782076725309	0.531643177882703	0	0.946277182439692	0.576533328657681	3.52602870231422
value...22	0.369301816276138	0.00790308232536428	0.518865730656441	0.147881022737161	0.487147571470102	0.294669233189497	0.154201522974046	0.507127077961186	0.0326926227361205	0.786954691092515	0.339385766832697	0	0.941359047296354	0.536251514316601	3.64613013825127
value...23	0.181363734449196	0.0121211952584474	0.202050381919157	0.159340097597796	0.0554261573818585	0.169433131103039	0.0400415450818891	0.0464863391979261	2.28705180717245	0.123277886028541	0.0772342667664055	0	0.988833318902674	0.30221014188379	3.35382654195671
value...24	0.0298991496231576	0.0091427953434171	0.102762078305967	0.130551766140569	0.0482153661358265	0.229508031941276	0.0261462176139001	0.17543927389362	2.09636189699283	0.259997924104665	0.124392689906341	0	0.988273727703388	0.343891967554409	3.23241719000157
value...25	0.0469257050723649	0.0112370893034012	0.0403662455969273	0.104708752821871	0.028774459576749	0.0319938168606196	0.14363142704901	0.103719188983983	2.58468758261592	0.135663256040368	0.03936424569457	0	0.981919844050736	0.257517500590367	3.27107176961579
value...26	0.0643620147664528	0	0.392623535749832	0.807170388357937	0.331918757645869	0.5248211834408	0.269098913731411	0.0844554281132339	0.00816013365814284	0.680821668801009	0.220186518513757	0	0.92200221877379	0.606520398056972	3.38361854277844
value...27	0.405178862955492	0	0.000871776388858637	0.233000922699806	0.27509072817221	0.121447458746064	0.0785891844977792	0.271910725499782	1.45013398736624	0.378333981495511	0.215228665048081	0	0.989255345384837	0.455079992241475	3.42978629286982
value...28	0.157934414497324	0	0.173940505945555	0.285381975214496	0.200273124606006	0.216715709882194	0.0955214954070439	0.122041529947394	1.72979201963436	0.113233985778515	0.319355217190923	0	0.982203989838564	0.442685668580323	3.41418997810381
value...29	0.0755810507112497	0.00571277651223043	0.382878494603726	0.469585661699814	0.0767997547077364	0.260228080548532	0.0464563591892993	0.227060005258424	1.72584561391581	0.114905508959797	0.0370629265033441	0	0.961970669975902	0.461871716940584	3.42211623260996
value...30	0.0783093954589906	0.0103540210365693	0.00568355426509417	0.0312039784736699	0.052810472320576	0.0208831862838581	0.0991573114384055	0.038582666955221	2.73356763537662	0.0714256266676863	0.0783969747831741	0	0.99355015507844	0.173559214008782	3.22037482305986
value...31	0.734570249210322	0.0024172770694413	0.280968096522275	0.42760679936201	0.313023710857182	0.144027719599236	0.186813750720344	0.291560890990426	0.671794640895985	0.384141926183141	0.200388794378622	0	0.977623892727979	0.468168573597929	3.63731385578899
value...32	0.478181087514767	0.0199516272584359	0.429236733008498	0.360487254863678	0.274320387598276	0.387667069213242	0.46230222895532	0.126163528692209	0.53933864220772	0.495895348794312	0.03384802152678	0	0.941769619382763	0.556736586532886	3.60739192963324
value...33	0.208931885238111	0.0141416248579487	0.253990496303795	0.139128349687969	0.00798417982155631	0.0661930198938978	0.0932237887208658	0.272617339910354	1.91817079695056	0.318520709718883	0.165793331808551	0	0.982299383827391	0.398530964103902	3.45869552291249
value...34	0.094615136888201	0.0083641195345054	0.166636168633114	0.0571677463090123	0.207776107670818	0.165439936576639	0.0218637339619747	0.123229401695686	2.30515070710832	0.0866729086830899	0.134585235366017	0	0.989536086650089	0.30634563819586	3.37150120242737
value...35	0.156840249395157	0.000673193957599776	0.0993813924242621	0.10395582457027	0.209517751618583	0.238038041448635	0.112975078560525	0.243581757272691	1.43263729053559	0.365141076506781	0.374561330476105	0	0.981627060277756	0.488487819831923	3.3373029867662
value...36	0.377866728312941	0.00654162044901622	0.137669913529501	0.45302256789728	0.0758402772043203	0.31690983980098	0.0518411187766325	0.212871534765295	1.37867772383022	0.321911375840142	0.0964808497462634	0	0.983787337371368	0.476447363112629	3.4296335501526
value...37	0	0.00177511648029954	0.000644290765081967	0.00402811692973681	0	0.00115366598063999	0.00560955179629907	0.000137418361132389	3.0685304874322	0.00798933263435482	0.00884799945900555	0	0.987203056373847	0.16102494169244	3.09871597983875
value...38	0.558295826870536	0.0268417181772454	0.351498782555801	0.005821611113462	0.0421371557294001	0.10499599561687	0.089269101032823	0.265690047034121	1.78475516768504	0.404935085359661	0.0821143201638207	0	0.979549157842395	0.395418977491033	3.71635481133878
value...39	0.412818904029283	0.00117911365438246	0.292899028841282	0.175016950295495	0.30528835367947	0.0800758288892216	0.023171561972649	0.102203716581662	1.32544132803924	0.384411650717312	0.374997145393733	0	0.976828469852691	0.477580466311255	3.47750358209373
value...40	0.180160039207094	0.00336846876158611	0.271053828010895	0.287030945989134	0.0505343959323758	0.325348120647351	0.197705841951955	0.222020698944285	1.23063785864905	0.336712803161063	0.354977909982028	0	0.964343553936494	0.538134161796262	3.45955091123681
value...41	0.591938494263904	0.0101499435014478	0.235722125879456	0.350875289160288	0.0862937224446226	0.505771929676402	0.306208370431422	0.163378534732003	0.767917917395001	0.478602315155906	0.0942994503274646	0	0.971819438620621	0.506381634645456	3.59115809296792
value...42	0.00159233501113889	0.00519320686697936	0.160365385919537	0.23269772216063	0.0397425001917677	0.0559894922779741	0.032588530846448	0.0979613646389004	2.38386626869591	0.0747396328812307	0.139565837640644	0	0.981638644806584	0.288153062797629	3.22430227713116
value...43	0.268080914102796	0	0.170551858157596	0.398742240824933	0.141551075150882	0.265794852055062	0.124666205771604	0.171330622191274	1.51413732983647	0.0681112401863583	0.295142747550919	0	0.97145492396427	0.483840737707132	3.41810908582789
value...44	0.111164059700748	0.00117704207687391	0.207533802955557	0.285860853326774	0.105050353255431	0.192094319719512	0.129883963250196	0.225011027054572	1.77075071519133	0.0753395122639583	0.308129653917855	0	0.970775650818619	0.449277378062621	3.41199530271281
value...45	0.64488288524558	0.0222859252096058	0.221984080046739	0.0530416296472942	0.277029100318787	0.339908832758392	0.305107294790467	0.0479626626324775	0.93248760648897	0.394158922167462	0.374552902150906	0	0.977884844599886	0.482780383148514	3.61340184145668
value...46	0.146569991503422	0.00195161356678147	0.265383586140618	0.41149797730782	0.16552463620656	0.178174705707075	0.121540231102074	0.236128749879937	1.24393984593942	0.454679478868081	0.202993379273829	0	0.971902385246164	0.532033299881546	3.42838419549562
value...47	0.513716216069722	0.0140573087196884	0.368197217174155	0.592151432929338	0.11594574200661	0.255876682586858	0.640738830642365	0.141550511424008	0.00265869249184786	0.570303113231981	0.415905467654905	0	0.933444797073444	0.551366140301616	3.63110121493148
value...48	0.396508783194668	0.00453715069881503	0.0984791793895397	0.225089014442253	0.0144448095122241	0.226630600675764	0.065440881234305	0	1.9724113406205	0.244309770413038	0.130775878650263	0	0.986674931699343	0.361308428316639	3.37862740883137
value...49	0.372557390420475	0.00643026913184559	0.286474883924871	0.0834437425046463	0.253621410293178	0.075771009597866	0.0706990053807293	0.123943499363701	1.73778654357146	0.250971628943617	0.306425934020035	0	0.984513274059464	0.420101129226976	3.56812531715242
value...50	0.0330818697216171	0.00302523431190825	0.0295178316755067	0.0135206119999609	0.00852499469729362	0.0206452582965336	0.00947483478783418	0.00820616477963125	3.01266746403899	0.0573341863806633	0.016068977266053	0	0.987773672860862	0.162065862190141	3.21206742795599
value...51	0.0378491416654722	0.00379038878078878	0.366678963787614	0.293353937321663	0.364654564551096	0.563272460315678	0.163827308104213	0.203546326090606	0.0239414702754129	0.408803758634204	1.07940624311242	0	0.951485744752453	0.549402141659437	3.50912456263917
value...52	0.249073935275901	2.82435658620754	0.224495493279004	0.0647700201272373	0.0619383821112758	0.233339502475026	0.0293512007267449	0.182811414411545	0.00513422290857037	0.118685950323418	0.196568949616315	0	0.962973491040955	0.489559260497586	4.19052565746258
value...53	0.575697895561826	0.00697441484429705	0.423969797718808	0.311813994913122	0.492918278368426	0.419694712855812	0.310954794446389	0.201232758303232	0.0128141371628245	0.674149985906373	0.189954380568441	0	0.953974935456702	0.512665235066364	3.62017515064955
value...54	0.547733888908297	1.16869646671834	0.188893117472399	0.107159636711131	0.338825769191673	0.234357426226586	0.136602179379488	0.326935500663293	0.0148432674514518	0.482718998254607	0.373243414024703	0	0.975759386399206	0.520353360343679	3.92000966500197
value...55	0.00426850145546726	2.86513933791372	0.0939758732000072	0.127657852413644	0.0855139446677796	0.0694204075011826	0.194469142221164	0.159034236336755	0	0.260550042945361	0.213372284252239	0	0.964274243831704	0.513431572369679	4.07340162290732
value...56	0.0646430698201398	0.719286801449521	0.0492997960292258	0.56071023313747	0.25957732872435	0.357616930398295	0.120832825215291	0.39400487394075	0.0119229513556625	0.660153842412774	0.386674711657523	0	0.969552866716716	0.595360531809049	3.584723364141
value...57	0.210979416770514	0.522559767791094	0.0946613458169309	0.255958187704179	0.201357826000743	0.361044039180977	0.399783839081129	0.506421887710514	0.0149628854573251	0.61333899982449	0.464417369327423	0	0.961647649687622	0.586730506190974	3.64548556466532
value...58	0.112169000591035	1.22001795998964	0.339397067535501	0.615148463374661	0.158829090469752	0.243749852444163	0.102573147091059	0.131159274385996	0.0184893256632002	0.336703554658077	0.481760003611739	0	0.936272778127836	0.62580235687163	3.75999673981482
value...59	0.0642763038897889	2.07234586333704	0.0188017590772384	0.10760198733719	0.328000023093187	0.119495525192759	0.327797311572998	0.0299626768989203	0.0097947307704103	0.370097044159257	0.469193478414435	0	0.962668091546773	0.58097235452104	3.91736670374322
value...60	0.0198828130207333	1.80130588644429	0	0.429696615459267	0.064092935127771	0.356964999288087	0.292544273324479	0.0253072525211923	0.00940064806385513	0.325160237219802	0.455125583203301	0	0.955510590906419	0.609019677273474	3.77948124367278
value...61	0.0359829899217175	3.37744431886451	0.0270704272310525	0.0101994877852953	0.109167549165791	0.118628825365926	0.0479620767970613	0.196718611613137	0.00972572957897135	0.210545300592816	0	0	0.965756319932539	0.452237554625621	4.14344531691627
value...62	0.111701258569257	2.23329602698568	0.117300570050216	0.328158499277601	0.145276342426008	0.293031283433437	0.024941057980004	0.0427926098979677	0.0139072092570385	0.176993437759875	0.428639655397003	0	0.964006124829077	0.556715610420778	3.91603795103408
value...63	0.138606243117221	3.23594891917958	0.12191342063806	0.0319549564092779	0.143794121542975	0.0864596880047508	0.0455436479701275	0.112879270378133	0.00732410705657866	0.201050319598199	0.0440429365724317	0	0.96442331389312	0.463119960699711	4.16951763046734
value...64	0.256392319078189	0.00564775252149554	0.132800231713778	0.260125668721037	0.301943018016649	0.376154223993156	0.571546702472473	0.145530013084066	0.00896413726928288	0.564817909225825	0.86442694981184	0	0.952011059909587	0.563142117648566	3.48834892590779
value...65	0.0859866795178011	1.93848268660669	0.372827258370617	0.317463500941779	0.0683605342724881	0.17491803164856	0.12563257517107	0.1313835496625	0.0234941740596598	0.284929782074767	0.423039859483558	0	0.933775639819113	0.600076090420743	3.94651863180949
value...66	0.220978688946287	0.907861090529059	0.305836107919568	0.403319379515753	0.46361610523157	0.30630726926004	0.430241842980459	0.0129857318953491	0.0156613146144997	0.471013643542379	0.175645493979288	0	0.9374122514666	0.626806421428385	3.71346666841425
value...67	0.0702956245121316	1.03496444341413	0.291981502826412	0.0846482203531035	0.366577165919382	0.433815460456196	0.377422595985089	0.118088482035171	0.00638123627307021	0.364358573467138	0.61643602139144	0	0.940745761410503	0.629435953192262	3.76496932663326
value...68	0.337108083531986	0	0.00462949450391139	0.256045554917541	0.613572111162828	0.344626031375772	0.396068020958925	0.355253147158853	0.014819389667389	0.639969083587353	0.486923407806159	0	0.972467614222528	0.526284783764848	3.44901432467072
value...69	0.842901596302112	0.010934101649201	0.0975385598594701	0.348793525865093	0.23092898960984	0.313469001093924	0.499625466349578	0.427325651700895	0.00712976407284786	0.513423879213407	0.470231819090189	0	0.974230605393982	0.437469994225951	3.76230235480656
value...70	0.351794527157506	0.383545374920499	0.146759371138681	0.312801611604361	0.552047655301929	0.0277016761804088	0.347413099441426	0.101768437839178	0.00497233974409723	0.61941854639328	0.808429507163782	0	0.969003384445581	0.546748285669829	3.65665214688515
value...71	0.0989249849008212	2.7993151931188	0.0378305996385955	0.054061165407221	0.134642033587643	0.0367539685597074	0.234744898454617	0.252156707209938	0.0127401271462557	0.15219243417758	0.311382022561855	0	0.957215754752613	0.520903664142323	4.12474413476303
value...72	0.132485829210996	1.58240210242231	0.135184182910673	0.402893158008868	0.165941594451822	0.135718467205704	0.222864719358762	0.214604830968307	0.0130898383994947	0.664880870374055	0.125751000991506	0	0.961303201595737	0.604042759100151	3.79581659430249
value...73	0.193388729617442	1.80145377720726	0.249272964935764	0.0990706415977539	0.0437156556339707	0.402527837923418	0.0981940044427301	0.20466483349	0.00314241974740948	0.428202551162367	0.436062861040203	0	0.960506694624943	0.573548164338966	3.95969627679832
value...74	0.00845858028842113	1.35536139394788	0.228172716908471	0.249786018589293	0.411125476553748	0.342876282182557	0.207153070992315	0	0.017528734282171	0.347587499862431	0.556189576700371	0	0.953459867889112	0.623961149947165	3.72423935030766
value...75	0.671545221437417	0.571441167320986	0.00241552108232232	0.376286091178736	0.263178462496678	0.110780618512275	0.0260463514785441	0.655314517019193	0.0092821978396495	0.494475412633172	0.629318861276192	0	0.987555546722254	0.438665625690486	3.81008442227516
value...76	0.37756067755353	1.98839923090223	0.138888125484254	0.342782249058166	0.0704514568763524	0.27642609814016	0.160867119131233	0.121468365784655	0.0122638025630006	0.271153274383322	0.144124806339736	0	0.963459854474567	0.534602963606658	3.90438520621664
value...77	0.0403133560161316	2.37641049615649	0.0639924240154737	0.110454009801	0.305084203119558	0.228837781966216	0.0630183500903545	0.0239489380021072	0.00590238151468477	0.432287147375582	0.264867630907111	0	0.963599189884233	0.551664955570372	3.91511671896471
value...78	0.32256009239155	1.38733795552844	0.429098207581037	0.193150032141667	0.24934519586285	0.085472494269626	0.314563996073497	0.0725385937875919	0.0316805313479517	0.433689286606243	0.356392414987405	0	0.938037959823782	0.590307713375518	3.87582880057786
value...79	0.260140134189243	2.07350877708352	0.146298615765912	0.288950889483405	0.0884781913710645	0.138262119685923	0.154601839120001	0.0123695993777409	0.00627494121373312	0.439841560169644	0.355213240762425	0	0.963145356212993	0.557312941532794	3.96393990822261
value...80	0.147062396732583	1.00378346963945	0.33788496525474	0.396777377303775	0.320556565944788	0.448977696152248	0.26373579192343	0.344409519369094	0.0201385737311788	0.322368637462071	0.161339809369257	0	0.940629482530239	0.623390402245415	3.76703480288261
value...81	0.619315699689331	0.0160361469189336	0.453546231517887	0.0623009778300949	0.181211420450046	0.453750350204453	0.119632730228009	0.423932886139299	0.0163047612874126	0.603052677086698	0.804619256820173	0	0.959540002178258	0.472205422393372	3.75370313817234
value...82	0.128303750345415	0.0103565623118784	0.137440046041138	0.639452619719028	0.315156328955086	0.420995605592353	0.369816803535152	0.0917662623074202	0.00573674658984017	0.734005529653215	0.487645317307796	0	0.955018366966588	0.579873340922579	3.34067557235832
value...83	0.253751783055005	0.00716804737096747	0.0144059977525407	0.542705858456804	0.744829792782665	0.213438032417901	0.460176945563462	0.404318437284366	0.0161244661542934	0.576676066926831	0.19799719233666	0	0.953342194053621	0.562005205213178	3.4315926201015
value...84	0.772803290471495	0.206483830446185	0.217721379139995	0.150004800697102	0.290665398225938	0.560135756031881	0.404113471817621	0.370624146480558	0.0150015428674553	0.191388636623217	0.656634426037615	0	0.973590565601935	0.454900542000011	3.83557667883906
value...85	0.557243800960508	0.707172755381571	0.150841669189173	0.481791301314781	0.371774107662739	0.243482555059703	0.0393502544319624	0.410656392451668	0.0215690480001587	0.474757405803853	0.249286425218898	0	0.972483367665386	0.513762834166458	3.70792571547501
value...86	0.316855552188624	2.69395057584919	0.0220178755684468	0.119781148632864	0.123289657277481	0.186290079635262	0.185527232799138	0.0114903675937635	0.00639595160773215	0.399446617301731	0.0364939456589035	0	0.965760378662914	0.494650195908826	4.10153900411313
value...87	0.861205464380784	0.0149351745669905	0.365026292757625	0.312158538642442	0.030715579956318	0.377405805611453	0.12954522430721	0.393609707658783	0.0313980284461887	0.674131978780574	0.565503690109163	0	0.975000597547071	0.412567959870065	3.75563548521753
value...88	0.468835088545548	0.450086787006284	0.11795303026081	0.341259579830959	0.373082030563643	0.091902061188195	0.252148168397601	0.469062498649979	0.0315623863380107	0.60003297241884	0.490710409467613	0	0.974579682771135	0.525474628982694	3.68663501266748
value...89	0.29598554081659	2.15233132516886	0.238372285606214	0.205552763179351	0.190073876725138	0.249904319932966	0.191571404575084	0	0.00798496587283741	0.236792080656305	0.263381839190726	0	0.959787032850471	0.546679318371391	4.03195040172408
value...90	0.127846710511062	1.07147983743774	0.411129700462721	0.169295497713435	0.391213302934366	0.322544260581969	0.0781383517845065	0.462921798470424	0.0278256348368783	0.438321123008942	0.292393093711676	0	0.940216870804946	0.607371609740358	3.79310931145372
value...91	0.339577996554913	2.25652137305683	0.0574876445575614	0.278731786931347	0.0217139951761533	0.277332816228288	0.0417936930836272	0.259760165508023	0.0254622097034097	0.167942222502991	0.343871247429216	0	0.97082070752745	0.516461802325479	4.07019515073236
value...92	0.144412835366379	1.07971380305075	0.0563411874704409	0.354855090694	0.246503813288014	0.357529102830288	0.296117803685986	0.320641153644358	0.0319872313712721	0.200108119038634	0.676608007931586	0	0.965834221403705	0.603710753315495	3.76481814837171
value...93	0.0427842203143971	2.12767104210763	0.0254020678343875	0.310868606828319	0.179679656698962	0.1312162988207	0.15600587003278	0.219283126008038	0.0099166632106826	0.443576377135798	0.22755176844775	0	0.964274893807015	0.572830857939789	3.87395569743945
value...94	0.33526049666595	2.11017863826363	0.337866260600043	0.0337277005822597	0.113862067317982	0.196833069616852	0.127361718137867	0.341183614094023	0.0145967288127019	0.222008347334645	0.242305598964439	0	0.962738153491664	0.523692188922344	4.0751842403904
value...95	0.388595463501088	0.138128137639682	0.253494553031677	0.1305897324608	0.231660274765322	0.420848886113976	0.526727896610439	0.187899209180643	0.015588790604948	0.606474118589911	0.785036956131112	0	0.947455185385293	0.561343001232357	3.6850440186296
value...96	0.245217097444149	1.10478485631649	0.338744046339288	0.0655632666455174	0.289753108795383	0.296368337618302	0.222270932789527	0.37061482558663	0.0205399550457359	0.431573911524087	0.456065710542234	0	0.955235660805512	0.588107301731117	3.84149604864734
value...97	0.355937324466036	0.224422059216035	0.168588379542984	0.560719621710927	0.200558131973161	0.498047387534869	0.371842048487179	0.142624284435388	0.00636318489385463	0.538920278543247	0.524774673151289	0	0.963409315636874	0.567222561702566	3.59279737395497
value...98	0.170624689926881	2.05295725789768	0.362814583686369	0.0754235048751682	0.0969793998171733	0.368396291080603	0.143849690480888	0.392193449277529	0.0232852586707601	0.153373604864518	0.22232213979474	0	0.951855243224097	0.557793150132557	4.06221987037231
value...99	0.620772631611363	1.62493255594985	0.383941671778076	0.0459302912641345	0.0901012279223908	0.177270055720206	0.219929946823953	0.262374045952028	0.0146545525330853	0.419191731450946	0.167872804925969	0	0.965406542967942	0.491943859020112	4.02697151593201
value...100	0.035025563656253	1.24355413720555	0.221003794017535	0.0479423749725835	0.520333414399663	0.255024645464329	0.0574462154950266	0.0584345941358395	0.0198032625892176	0.495949334879268	0.742450290625737	0	0.964743666760054	0.594852051924819	3.696967627441
